FACILITY_ID,FACILITY_NAME,ADDRESS,CITYTOWN,STATE,ZIP_CODE,COUNTY_PARISH,TELEPHONE_NUMBER,HOSPITAL_TYPE,HOSPITAL_OWNERSHIP,EMERGENCY_SERVICES,BIRTHING_FRIENDLY_HOSPITAL,LATITUDE,LONGITUDE
190307,SOUTH CAMERON MEMORIAL HOSPITAL,5360 WEST CREOLE HWY,CAMERON,LA,70631,CAMERON,(337) 542-4111,Acute Care Hospitals,Proprietary,TRUE,FALSE,,
193301,SHRINERS HOSPITALS FOR CHILDREN,3100 SAMFORD AVENUE,SHREVEPORT,LA,71103,CADDO,(318) 222-5704,Childrens,Voluntary non-profit - Private,FALSE,FALSE,,
190081,WEST CARROLL MEMORIAL HOSPITAL,706 ROSS STREET,OAK GROVE,LA,71263,WEST CARROLL,(318) 428-3237,Acute Care Hospitals,Proprietary,TRUE,TRUE,,
194121,FREEDOM BEHAVIORAL HOSPITAL OF LEESVILLE,1103 PORT ARTHUR TERRACE,LEESVILLE,LA,71446,VERNON,(337) 509-4003,Psychiatric,Proprietary,FALSE,FALSE,,
041335,SOUTHWEST REGIONAL MEDICAL CENTER LLC,2001 SOUTH MAIN,HOPE,AR,71801,HEMPSTEAD,(870) 722-3800,Critical Access Hospitals,Proprietary,TRUE,FALSE,,
040162,SEVIER COUNTY MEDICAL CENTER,960 HWY 71 N,DE QUEEN,AR,71832,SEVIER,(870) 642-6420,Acute Care Hospitals,Government - Local,TRUE,FALSE,,
040015,MENA REGIONAL HEALTH SYSTEM,311 NORTH MORROW STREET,MENA,AR,71953,POLK,(479) 394-6100,Acute Care Hospitals,Voluntary non-profit - Other,TRUE,TRUE,,
041314,"DEWITT HOSPITAL & NURSING HOME, INC",1641 WHITEHEAD DRIVE,DE WITT,AR,72042,ARKANSAS,(870) 946-3571,Critical Access Hospitals,Voluntary non-profit - Private,TRUE,TRUE,,
040074,NORTH METRO MEDICAL CENTER,1400 BRADEN STREET,JACKSONVILLE,AR,72076,PULASKI,(501) 985-7000,Acute Care Hospitals,Proprietary,TRUE,FALSE,,
040163,UNITY HEALTH NEWPORT,1205 MCLAIN STREET,NEWPORT,AR,72112,JACKSON,(870) 523-8911,Acute Care Hospitals,Voluntary non-profit - Private,TRUE,FALSE,,
040158,LEGACY SURGERY CENTER,"5800 WEST TENTH STREET, SUITE 206",LITTLE ROCK,AR,72204,PULASKI,(501) 661-0071,Acute Care Hospitals,Voluntary non-profit - Other,FALSE,FALSE,,
040157,"CENTERVIEW SURGERY CENTER, LLC",1310 CENTERVIEW DRIVE,LITTLE ROCK,AR,72211,PULASKI,(501) 410-1127,Acute Care Hospitals,Proprietary,FALSE,FALSE,,
040085,HELENA REGIONAL MEDICAL CENTER,1801 MARTIN LUTHER KING JR DRIVE,HELENA,AR,72342,PHILLIPS,(870) 338-5800,Acute Care Hospitals,Proprietary,TRUE,TRUE,,
041316,SOUTH MISSISSIPPI COUNTY REGIONAL MEDICAL CENTER,611 WEST LEE AVENUE,OSCEOLA,AR,72370,MISSISSIPPI,(870) 563-7000,Critical Access Hospitals,Government - Local,TRUE,TRUE,,
040047,FIVE RIVERS MEDICAL CENTER,2801 MEDICAL CENTER DRIVE,POCAHONTAS,AR,72455,RANDOLPH,(870) 892-6000,Acute Care Hospitals,Government - Local,TRUE,TRUE,,
041304,EUREKA SPRINGS HOSPITAL COMMISSION,24 NORRIS STREET,EUREKA SPRINGS,AR,72632,CARROLL,(479) 253-7400,Critical Access Hospitals,Voluntary non-profit - Private,TRUE,TRUE,,
040152,NORTHWEST HEALTH PHYSICIANS SPECIALTY HOSPITAL,3873 NORTH PARKVIEW DRIVE,FAYETTEVILLE,AR,72703,WASHINGTON,(479) 571-7002,Acute Care Hospitals,Proprietary,TRUE,FALSE,,
370139,STILLWATER MEDICAL - PERRY,501 N 14TH ST,PERRY,OK,73077,NOBLE,(580) 336-3541,Acute Care Hospitals,Government - Hospital District or Authority,TRUE,TRUE,,
370029,ALLIANCEHEALTH CLINTON,100 NORTH 30TH STREET,CLINTON,OK,73601,CUSTER,(580) 323-2363,Acute Care Hospitals,Voluntary non-profit - Other,TRUE,TRUE,,
370153,ELKVIEW GENERAL HOSPITAL,429 WEST ELM STREET,HOBART,OK,73651,KIOWA,(580) 726-3324,Acute Care Hospitals,Government - Hospital District or Authority,TRUE,FALSE,,
371324,HARPER COUNTY COMMUNITY HOSPITAL,1003 US HIGHWAY 64 NORTH,BUFFALO,OK,73834,HARPER,(580) 735-2555,Critical Access Hospitals,Government - Local,TRUE,TRUE,,
370041,BRISTOW ENDEAVOR HEALTHCARE DBA CENTER FOR ORTHOPAEDIC RECONSTRUCTION AND EXCELLENCE,3029 WEST MAIN STREET,JENKS,OK,74037,TULSA,(918) 701-2300,Acute Care Hospitals,Government - Hospital District or Authority,TRUE,TRUE,,
370190,"SOUTHWESTERN REGIONAL MEDICAL CENTER, LLC",10109 EAST 79TH STREET,TULSA,OK,74133,TULSA,(918) 286-5000,Acute Care Hospitals,Proprietary,TRUE,TRUE,,
374017,WILLOW CREST HOSPITAL,130 A STREET SOUTHWEST,MIAMI,OK,74354,OTTAWA,(918) 542-1836,Psychiatric,Proprietary,FALSE,FALSE,,
370030,STILLWATER MEDICAL-BLACKWELL,710 S 13TH STREET,BLACKWELL,OK,74631,KAY,(580) 363-2311,Acute Care Hospitals,Government - Hospital District or Authority,TRUE,TRUE,,
370229,ALLIANCEHEALTH SEMINOLE,2401 WRANGLER BOULEVARD,SEMINOLE,OK,74868,SEMINOLE,(405) 303-4000,Acute Care Hospitals,Voluntary non-profit - Private,TRUE,FALSE,,
670340,METHODIST CELINA MEDICAL CENTER,1500 S DALLAS PARKWAY,CELINA,TX,75009,COLLIN,(214) 947-6452,Acute Care Hospitals,Voluntary non-profit - Private,TRUE,FALSE,,
670346,BAYLOR SCOTT AND WHITE MEDICAL CENTER FRISCO AT PG,7600 BETTER WAY,FRISCO,TX,75033,DENTON,(945) 339-0500,Acute Care Hospitals,Voluntary non-profit - Private,TRUE,FALSE,,
454134,HAVEN BEHAVIORAL HOSPITAL OF FRISCO,"5680 FRISCO SQUARE BLVD, SUITE 3000",FRISCO,TX,75034,DENTON,(469) 535-8000,Psychiatric,Proprietary,FALSE,FALSE,,
454138,GARLAND BEHAVIORAL HOSPITAL,2300 MARIE CURIE BLVD 5TH FLOOR,GARLAND,TX,75042,DALLAS,(972) 487-5309,Psychiatric,Proprietary,FALSE,FALSE,,
670319,TRINITY REGIONAL HOSPITAL SACHSE,4750 PRESIDENT GEORGE BUSH HIGHWAY,SACHSE,TX,75048,DALLAS,(469) 298-2599,Acute Care Hospitals,Voluntary non-profit - Private,TRUE,FALSE,,
454130,WELLBRIDGE HEALTHCARE GREATER DALLAS,4301 MAPLESHADE LANE,PLANO,TX,75093,COLLIN,(972) 596-5445,Psychiatric,Proprietary,FALSE,FALSE,,
670138,"PARK AMBULATORY SURGERY CENTER, LLC","5055 W PARK BLVD, SUITE 800",PLANO,TX,75093,COLLIN,(214) 299-7010,Acute Care Hospitals,Proprietary,FALSE,FALSE,,
453308,OUR CHILDRENS HOUSE,1340 EMPIRE CENTRAL DR,DALLAS,TX,75247,DALLAS,(214) 828-4747,Childrens,Voluntary non-profit - Church,FALSE,FALSE,,
451360,MEMORIAL MEDICAL CENTER SAN AUGUSTINE,511 HOSPITAL ST,SAN AUGUSTINE,TX,75972,SAN AUGUSTINE,(936) 275-3446,Critical Access Hospitals,Voluntary non-profit - Private,TRUE,FALSE,,
670133,ER TX  MEDICAL CENTER MANSFIELD,1710 US 287 FRONTAGE ROAD,MANSFIELD,TX,76063,TARRANT,(817) 672-2822,Acute Care Hospitals,Proprietary,TRUE,FALSE,,
670116,WISE HEALTH SYSTEM,3200 NORTH TARRANT PARKWAY,FORT WORTH,TX,76177,TARRANT,(817) 502-7300,Acute Care Hospitals,Government - Hospital District or Authority,TRUE,TRUE,,
450895,BAYLOR SCOTT WHITE THE HEART HOSPITAL CORINTH,2813 S MAYHILL ROAD,DENTON,TX,76208,DENTON,(940) 320-2300,Acute Care Hospitals,Proprietary,TRUE,FALSE,,
450586,SEYMOUR HOSPITAL,200 STADIUM DRIVE,SEYMOUR,TX,76380,BAYLOR,(940) 889-5572,Acute Care Hospitals,Government - Hospital District or Authority,TRUE,TRUE,,
671302,STEPHENS MEMORIAL HOSPITAL,200 SOUTH GENEVA STREET,BRECKENRIDGE,TX,76424,STEPHENS,(254) 559-2241,Critical Access Hospitals,Government - Hospital District or Authority,TRUE,FALSE,,
671303,EASTLAND MEMORIAL HOSPITAL,304 S DAUGHERTY STREET,EASTLAND,TX,76448,EASTLAND,(254) 631-5342,Critical Access Hospitals,Government - Hospital District or Authority,TRUE,FALSE,,
450085,GRAHAM REGIONAL MEDICAL CENTER,1301 MONTGOMERY ROAD,GRAHAM,TX,76450,YOUNG,(940) 549-3400,Acute Care Hospitals,Government - Hospital District or Authority,TRUE,TRUE,,
451357,LITTLE RIVER HEALTHCARE,1700 BRAZOS,ROCKDALE,TX,76567,MILAM,(512) 446-4500,Critical Access Hospitals,Proprietary,TRUE,FALSE,,
450348,FALLS COMMUNITY HOSPITAL AND CLINIC,322 COLEMAN STREET,MARLIN,TX,76661,FALLS,(254) 803-3561,Acute Care Hospitals,Voluntary non-profit - Private,TRUE,TRUE,,
450340,SAN ANGELO COMMUNITY MEDICAL CENTER,3501 KNICKERBOCKER ROAD,SAN ANGELO,TX,76904,TOM GREEN,(325) 949-9511,Acute Care Hospitals,Proprietary,TRUE,TRUE,,
670129,THE HEIGHTS HOSPITAL,"1917 ASHLAND STREET, SUITE 300",HOUSTON,TX,77008,HARRIS,(713) 574-6814,Acute Care Hospitals,Proprietary,FALSE,FALSE,,
453312,SHRINERS HOSPITALS FOR CHILDREN,6977 MAIN STREET,HOUSTON,TX,77030,HARRIS,(713) 797-1616,Childrens,Voluntary non-profit - Other,FALSE,FALSE,,
670118,FIRST TEXAS HOSPITAL,9922 LOUETTA RD,HOUSTON,TX,77070,HARRIS,(844) 264-1435,Acute Care Hospitals,Proprietary,TRUE,FALSE,,
454083,INTRACARE NORTH HOSPITAL,1120 CYPRESS STATION DR,HOUSTON,TX,77090,HARRIS,(281) 893-7200,Psychiatric,Voluntary non-profit - Private,TRUE,FALSE,,
450803,UNITED MEMORIAL MEDICAL CENTER,510 W TIDWELL,HOUSTON,TX,77091,HARRIS,(713) 691-1111,Acute Care Hospitals,Proprietary,TRUE,FALSE,,
670310,SE TEXAS ER & HOSPITAL,19211 MCKAY BLVD,HUMBLE,TX,77338,HARRIS,(704) 887-7283,Acute Care Hospitals,Physician,FALSE,FALSE,,
670345,LEGENT NORTH HOUSTON SURGICAL HOSPITAL,24429 TOMBALL PARKWAY,TOMBALL,TX,77375,HARRIS,(346) 766-0880,Acute Care Hospitals,Physician,FALSE,FALSE,,
670280,NORTH HOUSTON SURGICAL HOSPITAL LLC,20635 KUYKENDAHL RD,SPRING,TX,77379,HARRIS,(832) 614-2958,Acute Care Hospitals,Proprietary,TRUE,FALSE,,
670342,HOUSTON METHODIST CYPRESS HOSPITAL,24500 NORTHWEST FWY,CYPRESS,TX,77429,HARRIS,(346) 618-1506,Acute Care Hospitals,Voluntary non-profit - Private,TRUE,FALSE,,
452114,ATRIUM MEDICAL CENTER,"11929 W AIRPORT BLVD, SUITE 110",STAFFORD,TX,77477,FORT BEND,(281) 207-8200,Long-term,Physician,FALSE,FALSE,,
454085,DEVEREUX TEXAS TREATMENT NETWORK,1150 DEVEREUX DR,LEAGUE CITY,TX,77573,GALVESTON,(281) 335-1000,Psychiatric,Voluntary non-profit - Private,FALSE,FALSE,,
670259,CAPROCK HOSPITAL,3134 BRIARCRESRT DR,BRYAN,TX,77802,BRAZOS,(979) 314-2323,Acute Care Hospitals,Proprietary,TRUE,FALSE,,
450187,SCOTT & WHITE HOSPITAL BRENHAM,700 MEDICAL PARKWAY,BRENHAM,TX,77833,WASHINGTON,(979) 836-6173,Acute Care Hospitals,Voluntary non-profit - Private,TRUE,TRUE,,
670343,BAYLOR SCOTT & WHITE HOSPITAL BRENHAM,700 MEDICAL PARKWAY,BRENHAM,TX,77833,WASHINGTON,(979) 836-6173,Acute Care Hospitals,Voluntary non-profit - Private,TRUE,FALSE,,
450299,CHI ST JOSEPH HEALTH COLLEGE STATION HOSPITAL,1604 ROCK PRAIRIE ROAD,COLLEGE STATION,TX,77842,BRAZOS,(979) 764-5151,Acute Care Hospitals,Proprietary,TRUE,TRUE,,
454125,ROCK PRAIRIE BEHAVIORAL HEALTH,3550 NORMAND DRIVE,COLLEGE STATION,TX,77845,BRAZOS,(979) 703-8848,Psychiatric,Proprietary,FALSE,FALSE,,
454014,KERRVILLE STATE HOSP,721 THOMPSON DRIVE,KERRVILLE,TX,78028,KERR,(830) 896-2211,Psychiatric,Government - State,FALSE,FALSE,,
450697,TEXAS VISTA MEDICAL CENTER,7400 BARLITE BLVD,SAN ANTONIO,TX,78224,BEXAR,(210) 921-2000,Acute Care Hospitals,Physician,TRUE,TRUE,,
454159,CEDAR HILLS BEHAVIORAL,1975 BABCOCK RD,SAN ANTONIO,TX,78229,BEXAR,(210) 846-9757,Psychiatric,Voluntary non-profit - Other,TRUE,FALSE,,
450780,METHODIST HOSPITAL AMBULATORY SURGERY,9150 HUEBNER RD SUITE 100,SAN ANTONIO,TX,78240,BEXAR,(210) 575-5000,Acute Care Hospitals,Proprietary,TRUE,FALSE,,
670336,BANDERA FAMILY HOSPITAL,8703 BANDERA RD,SAN ANTONIO,TX,78250,BEXAR,(210) 332-1730,Acute Care Hospitals,Proprietary,TRUE,FALSE,,
450605,CARE REGIONAL MEDICAL CENTER,1711 W WHEELER AVENUE,ARANSAS PASS,TX,78336,SAN PATRICIO,(361) 758-8585,Acute Care Hospitals,Proprietary,TRUE,FALSE,,
670061,SOUTH TEXAS SURGICAL HOSPITAL,6130 PARKWAY DRIVE,CORPUS CHRISTI,TX,78414,NUECES,(361) 993-2000,Acute Care Hospitals,Proprietary,TRUE,TRUE,,
670143,ASCENSION SETON BASTROP,"630 HIGWAY 71 W,",BASTROP,TX,78602,BASTROP,(737) 881-7400,Acute Care Hospitals,Voluntary non-profit - Private,TRUE,FALSE,,
450219,BAYLOR SCOTT & WHITE MEDICAL CENTER - LLANO,200 W OLLIE,LLANO,TX,78643,LLANO,(325) 247-5040,Acute Care Hospitals,Voluntary non-profit - Private,TRUE,TRUE,,
454137,OCEANS BEHAVIORAL HOSPITAL OF SAN MARCOS,1106 N IH 35,SAN MARCOS,TX,78666,HAYS,(512) 353-0194,Psychiatric,Proprietary,FALSE,FALSE,,
454069,AUSTIN LAKES HOSPITAL,1025 EAST 32ND STREET,AUSTIN,TX,78705,TRAVIS,(512) 544-5253,Psychiatric,Proprietary,FALSE,FALSE,,
450871,ARISE AUSTIN MEDICAL CENTER,3003 BEE CAVES ROAD,AUSTIN,TX,78746,TRAVIS,(512) 347-9888,Acute Care Hospitals,Physician,FALSE,FALSE,,
670004,ST MARKS MEDICAL CENTER,ONE ST MARK'S PLACE,LA GRANGE,TX,78945,FAYETTE,(979) 242-2200,Acute Care Hospitals,Voluntary non-profit - Private,TRUE,TRUE,,
450578,HEMPHILL COUNTY HOSPITAL,1020 S 4TH ST,CANADIAN,TX,79014,HEMPHILL,(806) 323-6622,Acute Care Hospitals,Government - Hospital District or Authority,TRUE,TRUE,,
450099,PAMPA REGIONAL MEDICAL CENTER,1 MEDICAL PLAZA,PAMPA,TX,79065,GRAY,(806) 665-3721,Acute Care Hospitals,Voluntary non-profit - Private,TRUE,TRUE,,
451345,CROSBYTON CLINIC HOSPITAL,710 WEST MAIN STREET,CROSBYTON,TX,79322,CROSBY,(806) 675-2382,Critical Access Hospitals,Voluntary non-profit - Private,TRUE,FALSE,,
450078,ANSON GENERAL HOSPITAL,101 AVENUE J,ANSON,TX,79501,JONES,(325) 823-3231,Acute Care Hospitals,Government - Hospital District or Authority,TRUE,TRUE,,
450558,ABILENE REGIONAL MEDICAL CENTER,6250 HWY 83/84,ABILENE,TX,79606,TAYLOR,(325) 428-1000,Acute Care Hospitals,Proprietary,TRUE,TRUE,,
670323,ADVANCED ODESSA HOSPITAL & CLINICS,900 E 4TH ST,ODESSA,TX,79761,ECTOR,(713) 790-1666,Acute Care Hospitals,Physician,TRUE,FALSE,,
450877,FOUNDATION SURGICAL HOSPITAL OF EL PASO,1416 GEORGE DIETER,EL PASO,TX,79936,EL PASO,(915) 598-4240,Acute Care Hospitals,Proprietary,TRUE,FALSE,,
064027,CLEAR VIEW BEHAVIORAL HEALTH,4770 LARIMER PKWY,JOHNSTOWN,CO,80534,WELD,(970) 800-5550,Psychiatric,Proprietary,FALSE,FALSE,,
530037,NORTH PLATTE VALLEY MEDICAL CENTER,1300 WEST BRIDGE AVE,SARATOGA,WY,82331,CARBON,(307) 326-3169,Acute Care Hospitals,Voluntary non-profit - Private,TRUE,FALSE,,
530011,MEMORIAL HOSPITAL SWEETWATER COUNTY,1200 COLLEGE DRIVE,ROCK SPRINGS,WY,82901,SWEETWATER,(307) 362-3711,Acute Care Hospitals,Government - Local,TRUE,TRUE,,
530032,EVANSTON REGIONAL HOSPITAL,190 ARROWHEAD DR,EVANSTON,WY,82930,UINTA,(307) 789-3636,Acute Care Hospitals,Proprietary,TRUE,TRUE,,
534001,WYOMING STATE HOSPITAL,831 HWY 150 SOUTH,EVANSTON,WY,82931,UINTA,(307) 789-3464,Psychiatric,Government - State,FALSE,FALSE,,
131308,CASCADE MEDICAL CENTER,402 LAKE CASCADE PARKWAY,CASCADE,ID,83611,VALLEY,(208) 382-4242,Critical Access Hospitals,Government - Hospital District or Authority,TRUE,FALSE,,
460063,WESTERN PEAKS SPECIALTY HOSPITAL,485 EAST 500 SOUTH,BOUNTIFUL,UT,84010,DAVIS,(801) 295-2361,Acute Care Hospitals,Proprietary,FALSE,FALSE,,
464015,HIGHLAND RIDGE HOSPITAL,7309 SOUTH 180 WEST,MIDVALE,UT,84047,SALT LAKE,(801) 569-2153,Psychiatric,Proprietary,FALSE,FALSE,,
464011,COPPER HILLS YOUTH CENTER,5899 WEST RIVENDELL DRIVE,WEST JORDAN,UT,84088,SALT LAKE,(801) 561-3377,Psychiatric,Voluntary non-profit - Private,FALSE,FALSE,,
463302,SHRINERS HOSPITALS FOR CHILDREN - SALT LAKE CITY,1275 EAST FAIRFAX ROAD,SALT LAKE CITY,UT,84103,SALT LAKE,(801) 536-3500,Childrens,Voluntary non-profit - Private,FALSE,FALSE,,
460049,THE ORTHOPEDIC SPECIALTY HOSPITAL,5848 SOUTH 300 EAST,MURRAY,UT,84107,SALT LAKE,(801) 314-4100,Acute Care Hospitals,Voluntary non-profit - Private,FALSE,TRUE,,
030131,O.A.S.I.S. HOSPITAL,750 NORTH 40TH STREET,PHOENIX,AZ,85008,MARICOPA,(602) 797-7700,Acute Care Hospitals,Voluntary non-profit - Private,FALSE,FALSE,,
030140,SKI AMBULATORY SURGICAL CENTER LLC,"110 EAST UNIVERSITY DRIVE, SUITE 102",TEMPE,AZ,85281,MARICOPA,(480) 610-6152,Acute Care Hospitals,Proprietary,FALSE,FALSE,,
030077,SAN CARLOS APACHE HEALTHCARE CORP,103 MEDICINE WAY ROAD,PERIDOT,AZ,85542,GILA,(928) 475-1200,Acute Care Hospitals,Government - Federal,FALSE,FALSE,,
030068,MT. GRAHAM REGIONAL MEDICAL CENTER,1600 SOUTH 20TH AVENUE,SAFFORD,AZ,85546,GRAHAM,(928) 348-4000,Acute Care Hospitals,Government - Hospital District or Authority,TRUE,TRUE,,
030137,SANTA CRUZ VALLEY REGIONAL HOSPITAL,4455 SOUTH I-19 FRONTAGE ROAD,GREEN VALLEY,AZ,85614,PIMA,(520) 393-4700,Acute Care Hospitals,Proprietary,TRUE,FALSE,,
030195,KAYENTA ALTERNATIVE RURAL HOSPITAL,"US HWY 160, S MP 394, KAYENTA, AZ 86033-0368",KAYENTA,AZ,86033,NAVAJO,(928) 697-4000,Acute Care Hospitals,Government - Federal,TRUE,FALSE,,
034036,"MEDICAL BEHAVIORAL HOSPITAL OF NORTHERN ARIZONA, L",181 WHIPPLE STREET,PRESCOTT,AZ,86301,YAVAPAI,(928) 227-3424,Psychiatric,Proprietary,FALSE,FALSE,,
320070,DHHS USPHS INDIAN HEALTH SERVICES,EXIT #102 OFF I-40 1/2 MILE SOUTH,SAN FIDEL,NM,87049,CIBOLA,(505) 552-5300,Acute Care Hospitals,Government - Federal,TRUE,FALSE,,
320089,UNM SANDOVAL REGIONAL MEDICAL CENTER,3001 BROADMOOR BLVD NE,RIO RANCHO,NM,87144,SANDOVAL,(505) 994-7402,Acute Care Hospitals,Voluntary non-profit - Private,TRUE,TRUE,,
320038,REHOBOTH MCKINLEY CHRISTIAN HEALTH CARE SERVICES,1901 RED ROCK DRIVE,GALLUP,NM,87301,MCKINLEY,(505) 863-7000,Acute Care Hospitals,Voluntary non-profit - Private,TRUE,TRUE,,
320003,ALTA VISTA REGIONAL HOSPITAL,104 LEGION DRIVE,LAS VEGAS,NM,87701,SAN MIGUEL,(505) 426-3930,Acute Care Hospitals,Proprietary,TRUE,TRUE,,
320016,GILA REGIONAL MEDICAL CENTER,1313 E 32ND ST,SILVER CITY,NM,88061,GRANT,(575) 538-4100,Acute Care Hospitals,Government - Hospital District or Authority,TRUE,FALSE,,
320058,MESCALERO PHS INDIAN HOSPITAL,P O BOX 210,MESCALERO,NM,88340,OTERO,(505) 464-4441,Acute Care Hospitals,Government - Federal,FALSE,FALSE,,
320067,GUADALUPE COUNTY HOSPITAL,"117 CAMINO DE VIDA, SUITE 100",SANTA ROSA,NM,88435,GUADALUPE,(575) 472-3417,Acute Care Hospitals,Government - Local,TRUE,FALSE,,
294009,MONTEVISTA HOSPITAL,5900 WEST ROCHELLE AVENUE,LAS VEGAS,NV,89103,CLARK,(702) 364-1111,Psychiatric,Proprietary,FALSE,FALSE,,
294014,SANA BEHAVIORAL HEALTH-LAS VEGAS,5975 WEST TWAIN AVENUE,LAS VEGAS,NV,89103,CLARK,(801) 559-7764,Psychiatric,Proprietary,FALSE,FALSE,,
294016,"THRIVE BEHAVIORAL HOSPITAL, LLC",5900 W ROCHELLE AVE,LAS VEGAS,NV,89103,CLARK,(702) 600-7077,Psychiatric,Proprietary,FALSE,FALSE,,
290022,DESERT SPRINGS HOSPITAL,2075 EAST FLAMINGO ROAD,LAS VEGAS,NV,89119,CLARK,(702) 369-7600,Acute Care Hospitals,Proprietary,TRUE,TRUE,,
290056,ORTHOPEDIC SPECIALTY HOSPITAL OF NEVADA,8656 WEST PATRICK LANE,LAS VEGAS,NV,89148,CLARK,(702) 777-7100,Acute Care Hospitals,Voluntary non-profit - Private,FALSE,TRUE,,
290061,NORTHERN NEVADA SIERRA MEDICAL CENTER,6500 LONGLEY LANE,RENO,NV,89511,WASHOE,(775) 799-7320,Acute Care Hospitals,Proprietary,TRUE,TRUE,,
294003,BHC WEST HILLS HOSPITAL,1240 E NINTH ST,RENO,NV,89512,WASHOE,(775) 323-0478,Psychiatric,Proprietary,FALSE,FALSE,,
054083,KEDREN COMMUNITY MENTAL HEALTH CENTER,4211 SOUTH AVALON BLVD,LOS ANGELES,CA,90011,LOS ANGELES,(323) 233-0425,Psychiatric,Voluntary non-profit - Private,FALSE,FALSE,,
053310,SHRINERS HOSPITALS FOR CHILDREN,3160 GENEVA STREET,LOS ANGELES,CA,90020,LOS ANGELES,(213) 388-3151,Childrens,Voluntary non-profit - Private,FALSE,FALSE,,
050742,OLYMPIA MEDICAL CENTER,5900 WEST OLYMPIC BOULEVARD,LOS ANGELES,CA,90036,LOS ANGELES,(310) 657-5900,Acute Care Hospitals,Proprietary,FALSE,FALSE,,
050502,SAINT VINCENT MEDICAL CENTER,2131 W 3RD ST,LOS ANGELES,CA,90057,LOS ANGELES,(213) 484-7111,Acute Care Hospitals,Voluntary non-profit - Church,TRUE,FALSE,,
050849,COMMUNITY HOSPITAL LONG BEACH,1720 TERMINO AVENUE,LONG BEACH,CA,90804,LOS ANGELES,(562) 741-3331,Acute Care Hospitals,Proprietary,TRUE,FALSE,,
050205,GLENDORA COMMUNITY HOSPITAL,150 WEST ROUTE 66,GLENDORA,CA,91740,LOS ANGELES,(626) 335-0231,Acute Care Hospitals,Proprietary,TRUE,FALSE,,
050096,WEST COVINA MEDICAL CENTER,725 S ORANGE AVE,WEST COVINA,CA,91790,LOS ANGELES,(626) 338-8481,Acute Care Hospitals,Proprietary,FALSE,FALSE,,
054114,SAN DIEGO COUNTY PSYCHIATRIC HOSPITAL,3851 ROSECRANS ST,SAN DIEGO,CA,92110,SAN DIEGO,(619) 692-8211,Psychiatric,Government - Local,TRUE,FALSE,,
050757,ALVARADO HOSPITAL MEDICAL CENTER,6655 ALVARADO ROAD,SAN DIEGO,CA,92120,SAN DIEGO,(619) 229-3172,Acute Care Hospitals,Proprietary,TRUE,FALSE,,
050423,PALO VERDE HOSPITAL,250 NORTH FIRST STREET,BLYTHE,CA,92225,RIVERSIDE,(760) 922-4115,Acute Care Hospitals,Government - Hospital District or Authority,TRUE,TRUE,,
054093,LOMA LINDA UNIVERSITY BEHAVIORAL MED CTR,1710 BARTON ROAD,REDLANDS,CA,92373,SAN BERNARDINO,(909) 558-9200,Psychiatric,Voluntary non-profit - Private,FALSE,FALSE,,
050548,FAIRVIEW DEVELOPMENTAL CENTER,2501 HARBOR BOULEVARD,COSTA MESA,CA,92626,ORANGE,(714) 957-5000,Acute Care Hospitals,Government - Local,FALSE,FALSE,,
054135,NEWPORT BAY HOSPITAL,1501 E 16TH ST,NEWPORT BEACH,CA,92663,ORANGE,(949) 650-9750,Psychiatric,Proprietary,FALSE,FALSE,,
050616,ST JOHNS PLEASANT VALLEY HOSPITAL,2309 ANTONIO AVE,CAMARILLO,CA,93010,VENTURA,(805) 389-5800,Acute Care Hospitals,Voluntary non-profit - Church,TRUE,TRUE,,
050397,COALINGA REGIONAL MEDICAL CENTER,1191 PHELPS AVENUE,COALINGA,CA,93210,FRESNO,(559) 935-6400,Acute Care Hospitals,Government - Hospital District or Authority,TRUE,FALSE,,
050724,BAKERSFIELD HEART HOSPITAL,3001 SILLECT AVENUE,BAKERSFIELD,CA,93308,KERN,(661) 316-6000,Acute Care Hospitals,Proprietary,TRUE,FALSE,,
050568,MADERA COMMUNITY HOSPITAL,1250 E ALMOND AVE,MADERA,CA,93637,MADERA,(559) 675-5555,Acute Care Hospitals,Voluntary non-profit - Other,TRUE,TRUE,,
050856,MADERA COMMUNITY HOSPITAL,1250 E ALMOND AVE,MADERA,CA,93637,MADERA,(559) 706-8226,Acute Care Hospitals,Voluntary non-profit - Private,TRUE,FALSE,,
050189,GEORGE L MEE MEMORIAL HOSPITAL,300 CANAL STREET,KING CITY,CA,93930,MONTEREY,(831) 385-6000,Acute Care Hospitals,Voluntary non-profit - Other,TRUE,TRUE,,
050547,SONOMA DEVELOPMENTAL CENTER,15000 ARNOLD DRIVE   /  P O BOX 1493,ELDRIDGE,CA,95431,SONOMA,(707) 938-6000,Acute Care Hospitals,Government - State,FALSE,FALSE,,
050225,ADVENTIST HEALTH FEATHER RIVER,5974 PENTZ ROAD,PARADISE,CA,95969,BUTTE,(530) 877-9361,Acute Care Hospitals,Voluntary non-profit - Church,TRUE,FALSE,,
120004,WAHIAWA GENERAL HOSPITAL,128 LEHUA STREET,WAHIAWA,HI,96786,HONOLULU,(808) 621-8411,Acute Care Hospitals,Voluntary non-profit - Private,TRUE,FALSE,,
380033,SACRED HEART UNIVERSITY DISTRICT,1255 HILYARD STREET,EUGENE,OR,97401,LANE,(541) 686-7300,Acute Care Hospitals,Voluntary non-profit - Private,TRUE,FALSE,,
